survey,load_cmd,cy_data,wt,source,year,notes,gesis_id,filepath
eb751EP,"eb751ep <- read_dta(""gesis_files/ZA5526/ZA5526_v2-0-0.dta"")","data_frame(v6 = 1:30,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Norway"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania""), y_dcpo=2011)","wtep <- t_dataep$V8;  wt[grep(""DE\\-"", t_dataep$v7)] <- t_dataep$v12[grep(""DE\\-"", t_dataep$v7)]; wt[grep(""GB\\-"", t_dataep$v7)] <- t_dataep$v10[grep(""DE\\-"", t_dataep$v7)]",GESIS: ZA5526,2011,excluding Norway,ZA5526,~/Documents/Projects/Data/gesis_files/eb_files/ZA5526/
eb754,"eb754 <- read_dta(""gesis_files/ZA5564/ZA5564_v3-0-1.dta"")","data_frame(v6 = 1:30,  c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Norway"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania""), y_dcpo=2011)","wt <- t_data$V8;  wt[grep(""DE\\-"", t_data$v7)] <- t_data$v12[grep(""DE\\-"", t_data$v7)]; wt[grep(""GB\\-"", t_data$v7)] <- t_data$v10[grep(""DE\\-"", t_data$v7)]",GESIS: ZA5564,2011,excluding Norway,ZA5564,~/Documents/Projects/Data/gesis_files/eb_files/ZA5564/
eb761,"eb761 <- read_dta(""gesis_files/ZA5565/ZA5565_v4-0-0.dta"")","data_frame(country = c(1:14,  16:35, 41:44), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Turkey"", ""Crotia"", ""Cyprus, Northern"", ""Macedonia"", ""Montenegro"", ""Norway"", ""Switzerland"", ""Iceland"", ""Liechtenstein""), y_dcpo=2011)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA5565,2011,(1)variable labels in dta file are changed completely; (2) Liechtenstein is included for the first time,ZA5565,~/Documents/Projects/Data/gesis_files/eb_files/ZA5565/
eb762,"eb762 <- read_dta(""gesis_files/ZA5566/ZA5566_v2-0-1.dta"")","data_frame(country = c(1:14,  16:35, 41:44), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Turkey"", ""Crotia"", ""Cyprus, Northern"", ""Macedonia"", ""Montenegro"", ""Norway"", ""Switzerland"", ""Iceland"", ""Liechtenstein""), y_dcpo=2011)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA5566,2011,NA,ZA5566,~/Documents/Projects/Data/gesis_files/eb_files/ZA5566/
eb763,"eb763 <- read_dta(""gesis_files/ZA5567/ZA5567_v2-0-1.dta"")","data_frame(country = c(1:14,  16:35, 41:44), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Turkey"", ""Crotia"", ""Cyprus, Northern"", ""Macedonia"", ""Montenegro"", ""Norway"", ""Switzerland"", ""Iceland"", ""Liechtenstein""), y_dcpo=2011)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA5567,2011,NA,ZA5567,~/Documents/Projects/Data/gesis_files/eb_files/ZA5567/
eb764,"eb764 <- read_dta(""gesis_files/ZA5596/ZA5596_v3-0-0.dta"")","data_frame(country = c(1:14,  16:35, 41:44), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Turkey"", ""Crotia"", ""Cyprus, Northern"", ""Macedonia"", ""Montenegro"", ""Norway"", ""Switzerland"", ""Iceland"", ""Liechtenstein""), y_dcpo=2011)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA5596,2011,NA,ZA5596,~/Documents/Projects/Data/gesis_files/eb_files/ZA5596/
eb771,"eb771 <- read_dta(""gesis_files/ZA5597/ZA5597_v3-0-0.dta"")","data_frame(country = c(1:14,  16:35, 41:44), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Turkey"", ""Crotia"", ""Cyprus, Northern"", ""Macedonia"", ""Montenegro"", ""Norway"", ""Switzerland"", ""Iceland"", ""Liechtenstein""), y_dcpo=2012)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA5597,2012,NA,ZA5597,~/Documents/Projects/Data/gesis_files/eb_files/ZA5597/
eb772,"eb772 <- read_dta(""gesis_files/ZA5598/ZA5598_v4-0-0.dta"")","data_frame(country = c(1:14,  16:35, 41:44), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Turkey"", ""Crotia"", ""Cyprus, Northern"", ""Macedonia"", ""Montenegro"", ""Norway"", ""Switzerland"", ""Iceland"", ""Liechtenstein""), y_dcpo=2012)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA5598,2012,NA,ZA5598,~/Documents/Projects/Data/gesis_files/eb_files/ZA5598/
eb773,"eb773 <- read_dta(""gesis_files/ZA5612/ZA5612_v2-0-0.dta"")","data_frame(country = c(1:14,  16:36, 41:44), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Turkey"", ""Crotia"", ""Cyprus, Northern"", ""Macedonia"", ""Montenegro"", ""Serbia"", ""Norway"", ""Switzerland"", ""Iceland"", ""Liechtenstein""), y_dcpo=2012)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA5612,2012,(1)Serbia is included for the first time; (2) Norway and Switzerland are excluded,ZA5612,~/Documents/Projects/Data/gesis_files/eb_files/ZA5612/
eb774,"eb774 <- read_dta(""gesis_files/ZA5613/ZA5613_v3-0-0.dta"")","data_frame(country = c(1:14,  16:36, 41:44), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Turkey"", ""Crotia"", ""Cyprus, Northern"", ""Macedonia"", ""Montenegro"", ""Serbia"", ""Norway"", ""Switzerland"", ""Iceland"", ""Liechtenstein""), y_dcpo=2012)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA5613,2012,NA,ZA5613,~/Documents/Projects/Data/gesis_files/eb_files/ZA5613/
eb781,"eb781 <- read_dta(""gesis_files/ZA5685/ZA5685_v2-0-0.dta"")","data_frame(country = c(1:14,  16:36, 41:44), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Turkey"", ""Crotia"", ""Cyprus, Northern"", ""Macedonia"", ""Montenegro"", ""Serbia"", ""Norway"", ""Switzerland"", ""Iceland"", ""Liechtenstein""), y_dcpo=2012)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA5685,2012,NA,ZA5685,~/Documents/Projects/Data/gesis_files/eb_files/ZA5685/
eb782,"eb782 <- read_dta(""gesis_files/ZA5686/ZA5686_v3-0-0.dta"")","data_frame(country = c(1:14,  16:35, 41:44), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Turkey"", ""Crotia"", ""Cyprus, Northern"", ""Macedonia"", ""Montenegro"", ""Norway"", ""Switzerland"", ""Iceland"", ""Liechtenstein""), y_dcpo=2012)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA5686,2012,NA,ZA5686,~/Documents/Projects/Data/gesis_files/eb_files/ZA5686/
eb791,"eb791 <- read_dta(""gesis_files/ZA5687/ZA5687_v3-0-0.dta"")","data_frame(country = c(1:14,  16:35, 41:44), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Turkey"", ""Crotia"", ""Cyprus, Northern"", ""Macedonia"", ""Montenegro"", ""Norway"", ""Switzerland"", ""Iceland"", ""Liechtenstein""), y_dcpo=2013)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA5687,2013,NA,ZA5687,~/Documents/Projects/Data/gesis_files/eb_files/ZA5687/
eb792,"eb792 <- read_dta(""gesis_files/ZA5688/ZA5688_v5-0-0.dta"")","data.frame(country = c(1:14,  16:30, 32), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Croatia""), y_dcpo=2013)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA5688,2013,NA,ZA5688,~/Documents/Projects/Data/gesis_files/eb_files/ZA5688/
eb793,"eb793 <- read_dta(""gesis_files/ZA5689/ZA5689_v1-1-0.dta"")","data_frame(country = c(1:14,  16:36, 43), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Turkey"", ""Crotia"", ""Cyprus, Northern"", ""Macedonia"", ""Montenegro"", ""Serbia"", ""Iceland""), y_dcpo=2013)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA5689,2013,NA,ZA5689,~/Documents/Projects/Data/gesis_files/eb_files/ZA5689/
eb794,"eb794 <- read_dta(""gesis_files/ZA5852/ZA5852_v3-1-0.dta"")","data.frame(country = c(1:14,  16:30, 32), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Croatia""), y_dcpo=2013)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA5852,2013,NA,ZA5852,~/Documents/Projects/Data/gesis_files/eb_files/ZA5852/
eb795,"eb795 <- read_dta(""gesis_files/ZA5875/ZA5875_v1-0-0.dta"")","data.frame(country = c(1:14,  16:30, 32), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Croatia""), y_dcpo=2013)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA5875,2013,NA,ZA5875,~/Documents/Projects/Data/gesis_files/eb_files/ZA5875/
eb801,"eb801 <- read_dta(""gesis_files/ZA5876/ZA5876_v1-0-0.dta"")","data_frame(country = c(1:14,  16:36, 43), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Turkey"", ""Crotia"", ""Cyprus, Northern"", ""Macedonia"", ""Montenegro"", ""Serbia"", ""Iceland""), y_dcpo=2014)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA5876,2014,NA,ZA5876,~/Documents/Projects/Data/gesis_files/eb_files/ZA5876/
eb802,"eb802 <- read_dta(""gesis_files/ZA5877/ZA5877_v1-0-0.dta"")","data.frame(country = c(1:14,  16:30, 32), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Croatia""), y_dcpo=2014)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA5877,2014,NA,ZA5877,~/Documents/Projects/Data/gesis_files/eb_files/ZA5877/
eb811,"eb811 <- read_dta(""gesis_files/ZA5878/ZA5878_v1-0-0.dta"")","data.frame(country = c(1:14,  16:30, 32), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Croatia""), y_dcpo=2014)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA5878,2014,NA,ZA5878,~/Documents/Projects/Data/gesis_files/eb_files/ZA5878/
eb812,"eb812 <- read_dta(""gesis_files/ZA5913/ZA5913_v1-0-0.dta"")","data.frame(country = c(1:14,  16:30, 32), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Croatia""), y_dcpo=2014)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA5913,2014,NA,ZA5913,~/Documents/Projects/Data/gesis_files/eb_files/ZA5913/
eb813,"eb813 <- read_dta(""gesis_files/ZA5914/ZA5914_v2-0-0.dta"")","data.frame(country = c(1:14,  16:30, 32), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Croatia""), y_dcpo=2014)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA5914,2014,NA,ZA5914,~/Documents/Projects/Data/gesis_files/eb_files/ZA5914/
eb814,"eb814 <- read_dta(""gesis_files/ZA5928/ZA5928_v2-0-0.dta"")","data_frame(country = c(1:14,  16:36, 43), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Turkey"", ""Crotia"", ""Cyprus, Northern"", ""Macedonia"", ""Montenegro"", ""Serbia"", ""Iceland""), y_dcpo=2014)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA5928,2014,NA,ZA5928,~/Documents/Projects/Data/gesis_files/eb_files/ZA5928/
eb815,"eb815 <- read_dta(""gesis_files/ZA5929/ZA5929_v2-0-0.dta"")","data.frame(country = c(1:14,  16:30, 32), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Croatia""), y_dcpo=2014)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA5929,2014,NA,ZA5929,~/Documents/Projects/Data/gesis_files/eb_files/ZA5929/
eb821,"eb821 <- read_dta(""gesis_files/ZA5930/ZA5930_v1-0-0.dta"")","data.frame(country = c(1:14,  16:30, 32), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Croatia""), y_dcpo=2014)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA5930,2014,NA,ZA5930,~/Documents/Projects/Data/gesis_files/eb_files/ZA5930/
